Series Code,Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,total_expenditure_sum
ST.INT.XPND.CD,Low & middle income,LMY,1.00562E+11,1.04772E+11,1.12629E+11,1.214E+11,1.46684E+11,1.68363E+11,1.92222E+11,2.347E+11,2.75537E+11,2.48388E+11,2.98343E+11,3.36332E+11,3.68553E+11,4.0897E+11,4.23055E+11,3.86484E+11,3.73672E+11,4.31249E+11,4.61791E+11,4.80463E+11,..,5.67417E+12
ST.INT.XPND.CD,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
ST.INT.XPND.CD,Lower middle income,LMC,18225673158,19760890433,24635655392,27042044871,32586181629,38649464923,45858407310,58724158263,72286360503,60082773969,71420190444,77237036382,79772670391,85781851474,94441485761,96964142916,98683577157,1.11103E+11,1.21832E+11,1.33692E+11,..,1.36878E+12
ST.INT.XPND.CD,Middle East & North Africa,MEA,..,..,..,..,..,51617139198,60481283899,74195207620,76053608477,77572936972,85447234513,84083553689,89023883421,97111990629,1.08809E+11,1.10991E+11,1.11679E+11,1.16785E+11,1.14516E+11,1.21507E+11,..,1.37987E+12
ST.INT.XPND.CD,Middle East & North Africa (excluding high income),MNA,..,..,..,13828871175,15060587562,15149635307,16665671887,20944911892,24271668712,25304225678,29687531228,28445013572,26903952256,30702564639,32485773829,33726178623,35581693841,38179709327,35968285073,42475887863,..,4.65382E+11
ST.INT.XPND.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,13514402946,14722316749,14937012576,16466540617,20563114393,23809713956,24841152447,29185757798,27850436610,26254624231,30071941254,31973977785,33121108547,34963037871,37365133168,35139572487,41590616262,..,4.5637E+11
ST.INT.XPND.CD,Middle income,MIC,98511475785,1.02581E+11,1.10248E+11,1.18933E+11,1.43981E+11,1.6469E+11,1.87189E+11,2.29169E+11,2.69556E+11,2.42908E+11,2.91583E+11,3.30397E+11,3.6363E+11,4.04377E+11,4.18107E+11,3.81479E+11,3.7055E+11,4.28391E+11,4.57525E+11,4.76054E+11,..,5.58986E+12
ST.INT.XPND.CD,North America,NAC,90991874547,87558935564,84664993323,88642355190,1.0184E+11,1.09825E+11,1.18897E+11,1.30273E+11,1.38347E+11,1.31421E+11,1.45593E+11,1.55246E+11,1.64212E+11,1.57276E+11,1.66716E+11,1.71964E+11,1.75499E+11,1.88118E+11,2.10049E+11,2.21039E+11,..,2.83817E+12
ST.INT.XPND.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
ST.INT.XPND.CD,OECD members,OED,3.82612E+11,3.66333E+11,3.77816E+11,4.26183E+11,4.87892E+11,5.23024E+11,5.40162E+11,6.09895E+11,6.5967E+11,5.93305E+11,6.3496E+11,6.94675E+11,6.95938E+11,7.05955E+11,7.34191E+11,6.66506E+11,6.87111E+11,7.49862E+11,8.15784E+11,8.19228E+11,..,1.21711E+13
ST.INT.XPND.CD,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
ST.INT.XPND.CD,Pacific island small states,PSS,170206865.4,155388536.7,151061262,161475151.1,208685646.2,254056551.7,245978068.2,253533038.6,289983741.5,296365424.5,317338195.6,356097992.4,367789236.2,353647430.3,334545453.6,343726808.6,354170591.4,380107903.4,392453079.8,..,..,5386610977
ST.INT.XPND.CD,Post-demographic dividend,PST,4.07683E+11,3.91935E+11,4.06053E+11,4.55206E+11,5.22093E+11,5.55822E+11,5.72517E+11,6.45293E+11,6.97816E+11,6.32693E+11,6.79905E+11,7.49419E+11,7.55281E+11,7.66912E+11,7.94475E+11,7.21575E+11,7.4728E+11,8.15002E+11,8.79273E+11,8.87822E+11,..,1.30841E+13
ST.INT.XPND.CD,Pre-demographic dividend,PRE,..,..,..,..,..,5846620235,10733243870,15285519002,20847180001,15385554161,18265849657,20879159784,20716055735,23527665646,25905035224,27735614935,21759323963,27052614478,32880665576,40772702772,..,3.27593E+11
ST.INT.XPND.CD,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,18031766459,21808298239,22809878158,24472596621,27683735405,28133098542,27312534538,26566855897,27947788358,..,2.24767E+11
ST.INT.XPND.CD,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,19014000000,19693000000,23538599998,24480000000,26375000000,30156000000,34077000000,36797000000,..,2.14131E+11
ST.INT.XPND.CD,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
ST.INT.XPND.CD,Sub-Saharan Africa,SSF,..,..,..,..,..,12802149277,18601954009,24482259033,31177583990,24557117278,29022018514,31979493588,29643916778,28820025419,29642186201,29452615659,22844780214,28337369623,34491411433,38074663904,..,4.1393E+11
ST.INT.XPND.CD,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,12738587257,18544755643,24407810130,31116242969,24502342304,28960934211,31917254550,29588811977,28760012694,29579044674,29401926000,22749442506,28230462733,34389991449,37965612630,..,4.12853E+11
ST.INT.XPND.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,12802149277,18601954009,24482259033,31177583990,24557117278,29022018514,31979493588,29643916778,28820025419,29642186201,29452615659,22844780214,28337369623,34491411433,38074663904,..,4.1393E+11
ST.INT.XPND.CD,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
ST.INT.XPND.CD,World,WLD,5.51274E+11,5.38197E+11,5.59532E+11,6.14951E+11,7.11891E+11,7.72312E+11,8.18252E+11,9.40051E+11,1.03125E+12,9.35716E+11,1.03043E+12,1.13339E+12,1.17488E+12,1.22962E+12,1.2842E+12,1.18152E+12,1.19372E+12,1.31406E+12,1.41274E+12,1.43912E+12,..,1.98671E+13
